CHEQUEID;LAGERID;KOLVO
24850;79;1.0
24850;94;1.0
24850;27;3.0
24850;69;1.0
24850;74;2.0
24851;15;3.0
24851;29;1.0
24851;30;1.0
24851;42;2.0
24851;25;2.0
24851;12;1.0
24851;81;1.0
24851;45;1.0
24851;39;1.0
24852;82;1.0
24852;49;1.0
24852;112;5.0
24853;3;1.0
24859;29;1.0
24859;114;1.0
24859;34;1.0
24859;60;2.0
24859;24;1.0
24859;76;1.0
24860;95;3.0
24860;29;1.0
24860;31;2.0
24860;25;2.0
24860;114;1.0
24860;81;1.0
24860;7;2.0
24860;26;1.0
24860;17;1.0
24863;30;1.0
24863;79;1.0
24863;104;1.0
24863;106;1.0
24866;15;1.0
24866;83;1.0
24866;3;1.0
24869;2;2.0
24869;29;1.0
24869;3;1.0
24869;30;1.0
24869;32;1.0
24869;12;1.0
24869;17;1.0
24872;30;1.0
24872;7;1.0
24872;79;1.0
24878;15;1.0
24878;53;1.0
24878;44;10.0
24878;114;1.0
24878;84;1.0
24878;69;2.0
24881;51;1.0
24881;29;1.0
24881;3;1.0
24881;30;1.0
24881;42;1.0
24881;7;1.0
24881;26;1.0
24881;93;1.0
24881;57;1.0
24884;48;3.0
24884;76;1.0
24888;5;1.0
24893;2;2.0
24893;29;1.0
24893;42;1.0
24893;12;1.0
24893;27;2.0
24894;15;1.0
24894;42;1.0
24894;71;2.0
24894;6;1.0
24894;26;1.0
24894;45;1.0
24894;21;1.0
24894;39;1.0
24894;94;1.0
24894;27;2.0
24894;110;1.0
24897;19;1.0
24897;21;1.0
24897;90;1.0
24900;61;2.0
24900;67;2.0
24903;15;1.0
24903;114;1.0
24903;106;1.0
24904;88;1.0
24904;126;2.0
24907;15;1.0
24907;17;1.0
24907;110;1.0
24908;15;1.0
24908;83;1.0
24908;3;1.0
24909;126;1.0
24909;55;1.0
24912;15;1.0
24912;29;1.0
24912;3;1.0
24912;30;1.0
24912;12;1.0
24912;88;1.0
24912;7;1.0
24912;33;1.0
24912;26;1.0
24912;14;1.0
24912;75;1.0
24912;126;1.0
24912;69;1.0
24913;32;1.0
24913;7;2.0
24913;79;1.0
24913;117;1.0
24913;69;1.0
24915;15;1.0
24915;29;1.0
24915;42;1.0
24915;88;1.0
24915;126;1.0
24915;110;1.0
25102;15;1.0
25102;30;1.0
25102;31;1.0
25102;42;1.0
25102;23;1.0
25102;44;4.0
25102;6;1.0
25102;54;1.0
24917;51;1.0
24917;114;1.0
24917;81;1.0
24917;7;1.0
24917;101;1.0
24917;104;4.0
24917;93;1.0
24917;9;6.0
24917;78;1.0
24918;15;1.0
24918;112;1.0
24918;126;1.0
25104;51;1.0
25104;15;1.0
25104;29;1.0
25104;30;1.0
25104;25;1.0
25104;79;1.0
25104;21;1.0
25104;17;1.0
25104;106;1.0
25104;68;1.0
25104;69;1.0
25105;14;2.0
25105;94;1.0
24922;83;18.0
24923;66;17.0
24923;66;3.0
24925;2;4.0
24925;5;1.0
24925;20;1.0
24928;4;3.0
24928;49;1.0
24938;3;1.0
24938;81;1.0
24938;93;1.0
24938;78;1.0
24939;48;1.0
24939;7;1.0
24939;97;1.0
24939;76;1.0
24939;58;1.0
24939;69;2.0
24946;3;1.0
24946;12;1.0
24946;114;1.0
24946;78;1.0
24946;55;1.0
24949;20;1.0
24952;14;1.0
24952;106;1.0
24953;51;1.0
24953;3;1.0
24953;82;1.0
24953;81;1.0
24953;111;1.0
24953;108;1.0
24953;99;2.0
24953;78;1.0
24953;96;1.0
24954;17;1.0
24957;15;1.0
24957;30;1.0
24957;12;1.0
24957;88;1.0
24957;102;1.0
24963;15;3.0
24963;12;2.0
24963;33;1.0
24969;15;1.0
24969;29;1.0
24969;31;1.0
24969;44;6.0
24969;114;1.0
24969;128;1.0
24979;31;1.0
24979;41;1.0
24979;23;1.0
24979;50;1.0
24982;5;6.0
24984;51;1.0
24984;15;2.0
24984;29;1.0
24984;3;1.0
24984;40;1.0
24984;13;1.0
24984;128;1.0
24984;75;1.0
24984;86;1.0
24984;85;1.0
25113;17;1.0
24985;51;1.0
24985;29;2.0
24985;30;1.0
24985;32;1.0
24985;114;1.0
24985;100;2.0
24985;14;1.0
24985;21;1.0
24985;17;1.0
24985;68;2.0
24986;16;2.0
24987;95;1.0
24987;1;2.0
24987;51;1.0
24987;2;3.0
24987;29;2.0
24987;53;2.0
24987;4;1.0
24987;88;2.0
24987;101;2.0
24987;14;2.0
24987;21;2.0
24987;75;2.0
24988;15;1.0
24988;7;2.0
24988;20;1.0
24988;104;8.0
24988;14;1.0
25115;44;6.0
24991;21;1.0
24992;15;1.0
24992;22;3.0
24992;29;1.0
24992;5;1.0
24992;114;2.0
24992;99;2.0
24992;46;1.0
24992;39;1.0
24992;78;1.0
24994;15;3.0
24994;23;1.0
24994;114;2.0
24994;39;1.0
24994;69;2.0
24995;83;1.0
24995;93;1.0
24996;54;3.0
24997;7;1.0
24997;58;1.0
24999;15;2.0
24999;30;1.0
24999;42;2.0
24999;23;2.0
24999;25;1.0
24999;20;1.0
24999;26;1.0
24999;93;1.0
25118;1;1.0
25118;41;2.0
25118;33;2.0
25118;66;1.0
25002;14;1.0
25002;17;1.0
25004;48;2.0
25004;6;1.0
25004;114;2.0
25004;17;1.0
25004;69;1.0
25006;29;1.0
25006;3;1.0
25006;23;1.0
25006;114;1.0
25006;14;1.0
25006;17;1.0
25006;9;1.0
25006;46;1.0
25008;15;1.0
25008;3;1.0
25008;30;1.0
25008;82;1.0
25008;40;1.0
25008;41;2.0
25008;23;2.0
25008;13;1.0
25008;62;1.0
25008;16;3.0
25008;24;1.0
25011;15;1.0
25011;29;1.0
25011;82;1.0
25011;101;1.0
25011;69;3.0
25011;67;3.0
25016;58;1.0
25016;68;1.0
25019;2;1.0
25019;48;1.0
25019;5;1.0
25019;24;1.0
25019;39;1.0
25022;14;1.0
25023;51;1.0
25023;7;1.0
25023;62;1.0
25023;90;1.0
25023;57;1.0
25024;15;1.0
25024;29;1.0
25024;53;1.0
25024;23;1.0
25024;7;1.0
25024;87;1.0
25024;78;1.0
25024;69;3.0
25025;78;1.0
25026;12;1.0
25027;29;1.0
25027;30;1.0
25027;14;1.0
25027;58;1.0
25028;83;1.0
25030;80;2.0
25034;51;1.0
25034;15;2.0
25034;29;1.0
25034;114;1.0
25034;7;1.0
25034;79;2.0
25034;46;1.0
25034;39;2.0
25034;97;1.0
25034;77;1.0
25034;124;2.0
25035;41;1.0
25035;23;2.0
25035;33;1.0
25035;13;1.0
25035;79;1.0
25035;69;1.0
25036;122;1.0
25036;14;1.0
25036;21;1.0
25036;17;1.0
25038;64;1.0
25040;2;2.0
25043;61;1.0
25043;80;1.0
25043;69;2.0
25045;51;1.0
25045;15;1.0
25045;29;1.0
25045;53;1.0
25045;30;1.0
25045;44;2.0
25045;26;1.0
25045;111;1.0
25045;128;1.0
25049;29;1.0
25049;7;1.0
25049;17;1.0
25049;78;1.0
25049;68;1.0
25050;83;1.0
25050;26;4.0
25050;112;1.0
25050;21;1.0
25121;75;1.0
25121;77;2.0
25052;15;2.0
25052;14;1.0
25053;29;1.0
25053;53;1.0
25053;93;1.0
25054;24;1.0
25056;42;2.0
25056;32;1.0
25056;12;2.0
25056;7;1.0
25056;60;1.0
25056;124;1.0
25057;29;1.0
25124;101;1.0
25124;65;1.0
25124;113;1.0
25124;43;2.0
25124;63;1.0
25124;106;1.0
25124;69;2.0
25127;128;1.0
25127;57;1.0
25058;15;1.0
25058;41;2.0
25058;17;1.0
25058;24;2.0
25058;106;3.0
25058;69;1.0
25059;29;2.0
25059;30;1.0
25059;42;2.0
25059;114;1.0
25059;38;1.0
25059;124;1.0
25059;55;1.0
25130;51;1.0
25130;15;1.0
25130;29;1.0
25130;53;1.0
25130;30;1.0
25130;56;1.0
25130;32;1.0
25130;88;1.0
25130;128;1.0
25130;17;1.0
25130;50;1.0
25130;78;1.0
25130;126;1.0
25130;67;1.0
25063;3;1.0
25063;82;1.0
25063;7;1.0
25063;101;1.0
25063;113;1.0
25063;90;1.0
25063;97;1.0
25063;85;1.0
25063;55;1.0
25063;69;1.0
25064;29;1.0
25064;3;1.0
25064;88;1.0
25067;93;1.0
25067;64;1.0
25069;14;1.0
25133;15;2.0
25133;14;1.0
25133;63;2.0
25133;124;1.0
25072;80;1.0
25072;90;4.0
25072;57;1.0
25073;15;1.0
25073;30;1.0
25073;32;1.0
25073;12;1.0
25073;81;1.0
25073;66;3.0
25074;2;2.0
25074;29;2.0
25074;30;1.0
25074;44;10.0
25074;12;2.0
25075;15;1.0
25075;29;1.0
25075;114;1.0
25075;99;1.0
25075;78;1.0
25076;51;1.0
25076;15;1.0
25076;29;1.0
25076;3;1.0
25076;30;1.0
25076;32;1.0
25076;105;1.0
25076;7;1.0
25076;62;1.0
25076;49;1.0
25076;74;1.0
25077;5;2.0
25136;29;1.0
25136;24;1.0
25136;55;1.0
25139;15;2.0
25139;29;1.0
25139;3;1.0
25139;53;2.0
25139;30;1.0
25139;112;1.0
25139;55;2.0
25083;51;1.0
25083;12;1.0
25083;66;2.0
25083;111;2.0
25147;2;2.0
25149;2;4.0
25150;39;1.0
25151;15;1.0
25151;23;1.0
25151;104;1.0
25151;14;1.0
25151;58;1.0
25152;67;2.0
25155;53;2.0
25155;17;1.0
25155;87;2.0
25156;93;1.0
25157;29;2.0
25157;53;2.0
25157;41;1.0
25157;44;8.0
25158;56;1.0
25158;108;1.0
25158;46;1.0
25158;77;1.0
25159;17;1.0
25159;24;1.0
25160;83;2.0
25160;61;2.0
25160;128;1.0
25160;70;2.0
25165;53;1.0
25165;104;1.0
25165;21;1.0
25165;106;1.0
25165;50;1.0
25165;57;1.0
25178;48;3.0
25178;7;2.0
25178;14;2.0
25178;87;3.0
25178;64;1.0
25179;106;3.0
25185;51;1.0
25185;88;1.0
25185;35;1.0
25185;64;1.0
25184;29;1.0
25184;3;1.0
25184;42;2.0
25184;81;1.0
25184;26;1.0
25184;111;1.0
25184;80;1.0
25184;69;1.0
25188;3;1.0
25188;14;1.0
25193;15;1.0
25193;22;1.0
25193;83;2.0
25193;3;1.0
25193;7;1.0
25193;34;1.0
25193;62;1.0
25193;86;1.0
25193;39;1.0
25193;55;1.0
25194;51;1.0
25194;29;1.0
25194;11;1.0
25194;12;1.0
25194;38;1.0
25194;124;3.0
25194;69;2.0
25197;15;1.0
25197;44;5.0
25198;35;1.0
25198;104;4.0
25200;2;4.0
25201;51;1.0
25201;29;1.0
25201;53;1.0
25201;26;1.0
25201;50;1.0
25201;85;2.0
25201;68;2.0
25204;79;1.0
25207;88;1.0
25207;84;2.0
25207;24;1.0
25207;64;1.0
25212;44;5.0
25212;12;2.0
25212;54;9.0
25212;54;1.0
25213;15;1.0
25217;2;1.0
25217;53;1.0
25217;4;1.0
25217;5;1.0
25217;81;1.0
25217;38;1.0
25217;39;1.0
25217;69;1.0
25219;41;1.0
25219;6;2.0
25219;84;1.0
25219;109;2.0
25219;69;1.0
25221;15;2.0
25221;3;1.0
25221;19;1.0
25221;45;1.0
25221;90;1.0
25223;53;2.0
25223;44;6.0
25223;6;2.0
25223;35;1.0
25223;62;1.0
25223;46;1.0
25227;51;1.0
25227;30;1.0
25227;105;1.0
25227;81;1.0
25227;7;1.0
25227;19;1.0
25227;93;1.0
25228;45;1.0
25228;24;1.0
25228;68;1.0
25233;29;3.0
25233;3;2.0
25233;30;5.0
25233;55;3.0
25239;65;1.0
25239;46;1.0
25239;68;1.0
25242;83;2.0
25242;3;1.0
25242;16;2.0
25248;36;2.0
25248;29;1.0
25248;3;2.0
25248;72;1.0
25251;19;1.0
25251;14;1.0
25255;105;1.0
25255;103;1.0
25258;36;1.0
25258;19;1.0
25258;112;1.0
25258;113;1.0
25262;4;1.0
25262;84;1.0
25263;106;1.0
25264;15;4.0
25264;3;1.0
25264;23;3.0
25264;33;2.0
25265;42;1.0
25265;52;1.0
25265;105;1.0
25265;109;2.0
25266;15;1.0
25266;29;1.0
25266;3;1.0
25266;42;1.0
25266;44;7.0
25266;12;1.0
25266;49;1.0
25266;17;1.0
25269;61;1.0
25269;3;1.0
25269;4;1.0
25269;37;1.0
25269;45;1.0
25269;120;1.0
25269;126;2.0
25271;26;3.0
25272;3;7.0
25272;43;5.0
25275;75;1.0
25276;42;1.0
25276;88;1.0
25276;62;1.0
25276;86;1.0
25276;50;2.0
25276;85;1.0
25276;68;1.0
25276;69;1.0
25276;74;1.0
25279;93;2.0
25279;69;1.0
25280;105;1.0
25280;75;1.0
25281;22;2.0
25282;76;1.0
25282;67;2.0
25284;29;1.0
25284;14;1.0
25285;22;1.0
25285;37;2.0
25285;7;1.0
25285;19;1.0
25285;14;1.0
25286;21;2.0
25286;75;1.0
25286;46;1.0
25287;41;2.0
25287;23;2.0
25287;62;1.0
25287;24;2.0
25290;5;4.0
25291;51;1.0
25291;61;1.0
25291;3;1.0
25291;82;1.0
25291;6;3.0
25291;33;1.0
25291;110;1.0
25293;44;11.0
25294;60;1.0
25294;14;1.0
25295;103;1.0
25295;60;1.0
25295;39;1.0
25295;78;1.0
25298;29;1.0
25298;23;1.0
25298;37;1.0
25298;84;2.0
25298;33;1.0
25298;45;1.0
25298;120;1.0
25298;67;1.0
25300;14;3.0
25302;61;2.0
25302;3;1.0
25302;39;2.0
25302;106;3.0
25302;117;2.0
25303;88;1.0
25303;47;2.0
25304;88;1.0
25306;7;1.0
25306;20;1.0
25306;26;2.0
25306;111;2.0
25306;112;1.0
25306;21;1.0
25306;85;1.0
25307;26;2.0
25307;99;2.0
25309;50;2.0
25310;54;1.0
25310;19;1.0
25310;39;1.0
25310;117;3.0
25312;76;1.0
25313;54;2.0
25313;65;1.0
25313;79;1.0
25313;75;2.0
25313;90;2.0
25313;58;1.0
25313;91;1.0
25314;126;3.0
25318;84;1.0
25325;122;3.0
25330;21;1.0
25330;113;1.0
25330;106;2.0
25330;117;1.0
25333;42;2.0
25333;81;1.0
25333;62;1.0
25336;2;3.0
25336;106;1.0
25337;51;1.0
25337;2;5.0
25337;42;1.0
25337;7;1.0
25337;108;1.0
25337;85;1.0
25339;25;2.0
25339;56;1.0
25339;37;1.0
25339;19;1.0
25339;65;1.0
25339;9;1.0
25353;12;1.0
25353;81;1.0
25353;102;1.0
25354;111;1.0
25356;19;1.0
25356;45;1.0
25357;41;1.0
25357;80;1.0
25357;14;2.0
25357;87;2.0
25360;51;1.0
25360;106;1.0
25358;3;1.0
25358;82;1.0
25363;29;1.0
25363;40;1.0
25363;12;1.0
25363;54;1.0
25363;60;1.0
25363;39;1.0
25363;87;1.0
25363;50;1.0
25364;36;1.0
25364;3;1.0
25364;30;1.0
25364;80;1.0
25364;90;1.0
25364;58;1.0
25365;51;1.0
25365;15;2.0
25365;29;1.0
25365;31;2.0
25365;41;2.0
25365;42;4.0
25365;25;1.0
25365;6;3.0
25365;37;1.0
25365;109;4.0
25365;14;1.0
25365;50;2.0
25365;91;2.0
25366;105;3.0
25371;51;1.0
25371;3;1.0
25371;42;2.0
25371;44;7.0
25371;25;1.0
25371;32;1.0
25371;37;1.0
25371;7;1.0
25371;59;1.0
25371;14;1.0
25371;87;2.0
25371;85;1.0
25371;69;2.0
25373;44;6.0
25373;32;1.0
25373;37;3.0
25373;105;1.0
25373;39;1.0
25373;97;1.0
25374;41;1.0
25374;42;1.0
25374;37;1.0
25374;88;1.0
25374;105;1.0
25374;59;1.0
25374;80;1.0
25375;2;2.0
25375;37;1.0
25375;14;1.0
25375;90;1.0
25379;37;1.0
25379;100;2.0
25379;86;1.0
25379;92;2.0
25380;80;1.0
25380;50;1.0
25380;126;1.0
25382;82;1.0
25382;13;1.0
25383;36;1.0
25383;3;1.0
25383;30;1.0
25383;80;1.0
25383;90;1.0
25383;58;1.0
25386;29;1.0
25386;37;1.0
25386;88;1.0
25386;81;1.0
25386;108;1.0
25386;50;3.0
25386;78;1.0
25386;126;1.0
25388;3;1.0
25388;42;2.0
25388;32;1.0
25388;37;1.0
25388;81;2.0
25396;80;2.0
25397;45;1.0
25398;42;2.0
25399;2;6.0
25399;7;1.0
25399;38;1.0
25401;22;3.0
25401;29;1.0
25401;31;2.0
25401;23;2.0
25401;59;1.0
25401;26;1.0
25401;79;1.0
25401;109;4.0
25401;75;1.0
25401;69;2.0
25403;29;1.0
25403;53;2.0
25403;32;1.0
25403;37;1.0
25403;113;1.0
25406;61;1.0
25406;45;1.0
25407;35;1.0
25407;75;1.0
25407;46;1.0
25411;29;1.0
25411;53;2.0
25411;32;1.0
25411;37;1.0
25411;113;1.0
25413;38;2.0
25414;22;1.0
25414;7;1.0
25414;33;1.0
25414;117;1.0
25421;37;1.0
25421;90;2.0
25423;14;1.0
25424;32;1.0
25424;47;1.0
25429;78;1.0
25430;54;4.0
25434;22;2.0
25434;32;1.0
25434;105;1.0
25434;7;1.0
25434;111;1.0
25434;47;1.0
25435;22;1.0
25435;49;1.0
25435;90;1.0
25435;50;1.0
25438;84;1.0
25438;66;2.0
25445;7;1.0
25445;87;1.0
25447;22;2.0
25447;50;1.0
25448;37;1.0
25448;14;2.0
25448;110;1.0
25449;37;1.0
25449;84;1.0
25450;48;1.0
25450;21;1.0
25450;27;2.0
25450;64;1.0
25451;79;1.0
25451;99;1.0
25457;78;1.0
25458;51;1.0
25458;36;1.0
25458;22;2.0
25458;62;1.0
25458;93;3.0
25462;87;3.0
25463;37;2.0
25463;106;1.0
25464;41;1.0
25464;23;1.0
25464;75;1.0
25465;29;1.0
25465;5;1.0
25465;32;1.0
25465;37;1.0
25465;72;2.0
25465;38;1.0
25465;117;1.0
25466;9;4.0
25467;42;1.0
25467;25;1.0
25467;81;1.0
25467;19;1.0
25467;79;1.0
25467;97;1.0
25467;69;1.0
25467;67;1.0
25468;48;7.0
25468;48;1.0
25468;3;1.0
25468;127;2.0
25470;48;1.0
25470;21;1.0
25470;99;2.0
25473;78;1.0
25474;22;1.0
25474;32;1.0
25474;88;1.0
25474;93;1.0
25474;39;1.0
25474;50;1.0
25474;69;1.0
25475;29;1.0
25475;3;1.0
25475;30;1.0
25475;23;2.0
25475;6;3.0
25475;37;2.0
25475;45;1.0
25475;46;1.0
25477;29;1.0
25477;30;1.0
25477;37;1.0
25478;14;1.0
25478;24;1.0
25478;69;1.0
25482;51;1.0
25482;61;1.0
25482;37;1.0
25482;88;1.0
25482;20;1.0
25482;65;1.0
25482;47;2.0
25484;51;1.0
25484;30;1.0
25484;44;7.0
25484;7;1.0
25484;33;2.0
25484;78;1.0
25484;57;1.0
25484;69;1.0
25486;87;1.0
25486;117;2.0
25487;7;1.0
25487;45;1.0
25487;79;1.0
25487;14;1.0
25487;9;1.0
25489;51;1.0
25489;7;1.0
25489;103;1.0
25489;14;2.0
25489;113;1.0
25489;78;1.0
25491;47;1.0
25495;93;2.0
25495;90;1.0
25492;2;24.0
25496;41;1.0
25496;23;1.0
25496;75;1.0
25497;3;1.0
25497;25;2.0
25497;45;1.0
25497;109;4.0
25501;41;2.0
25501;44;5.0
25501;26;2.0
25505;29;1.0
25505;41;1.0
25505;37;2.0
25505;14;1.0
25505;108;1.0
25505;90;2.0
25507;23;1.0
25507;72;1.0
25507;21;1.0
25507;69;2.0
25508;7;1.0
25520;45;1.0
25520;63;1.0
25520;126;1.0
25521;42;1.0
25521;23;1.0
25521;63;1.0
25521;50;1.0
25522;33;1.0
25523;37;1.0
25524;53;2.0
25524;25;1.0
25524;79;1.0
25524;109;3.0
25525;29;1.0
25525;67;1.0
25526;37;1.0
25526;57;2.0
25526;91;1.0
25548;15;2.0
25548;29;1.0
25548;31;1.0
25548;40;1.0
25548;72;1.0
25548;81;1.0
25548;7;2.0
25548;59;1.0
25548;57;1.0
25548;117;2.0
25551;9;1.0
25551;117;1.0
25555;26;1.0
25555;91;1.0
25558;1;1.0
25558;41;1.0
25558;7;1.0
25564;15;2.0
25564;22;2.0
25567;84;1.0
25567;79;1.0
25567;107;1.0
25570;34;1.0
25570;103;1.0
25570;75;1.0
25570;106;1.0
25573;2;6.0
25573;31;1.0
25573;42;2.0
25576;31;1.0
25576;42;1.0
25576;12;1.0
25576;37;1.0
25576;7;1.0
25576;14;1.0
25579;2;1.0
25579;7;1.0
25579;47;1.0
25580;53;2.0
25580;41;3.0
25580;42;3.0
25580;14;1.0
25580;69;2.0
25583;105;1.0
25583;93;1.0
25583;90;2.0
25583;91;2.0
25586;3;1.0
25586;74;1.0
25587;37;1.0
25587;59;1.0
25587;67;1.0
25589;29;1.0
25589;12;1.0
25589;7;1.0
25589;33;1.0
25589;122;1.0
25591;37;1.0
25591;7;2.0
25591;113;1.0
25591;57;1.0
25592;32;1.0
25592;88;1.0
25592;81;1.0
25592;85;1.0
25593;41;2.0
25593;25;3.0
25593;72;2.0
25593;13;2.0
25596;21;1.0
25596;57;1.0
25600;7;10.0
25601;49;1.0
25601;80;1.0
25601;14;3.0
25601;21;1.0
25601;75;1.0
25604;2;1.0
25604;32;1.0
25604;37;1.0
25604;81;1.0
25604;111;1.0
25604;80;1.0
25604;126;1.0
25605;84;1.0
25605;101;1.0
25607;15;2.0
25607;30;1.0
25607;105;1.0
25607;81;2.0
25607;7;1.0
25607;126;1.0
25608;92;4.0
25609;126;1.0
25609;64;1.0
25609;107;1.0
25609;117;1.0
25614;15;1.0
25614;12;1.0
25614;79;1.0
25614;75;1.0
25615;2;2.0
25615;105;1.0
25616;3;1.0
25616;23;2.0
25616;52;5.0
25616;105;1.0
25616;101;1.0
25616;112;1.0
25616;57;1.0
25619;2;2.0
25619;19;1.0
25619;99;1.0
25619;77;1.0
25619;117;1.0
25619;67;1.0
25622;13;1.0
25626;53;2.0
25626;82;1.0
25626;60;1.0
25626;109;4.0
25626;14;1.0
25626;108;1.0
25626;57;1.0
25626;107;1.0
25629;29;1.0
25629;44;6.0
25629;88;2.0
25629;33;1.0
25629;103;1.0
25629;21;1.0
25629;28;1.0
25632;15;1.0
25635;51;1.0
25635;22;3.0
25635;29;1.0
25635;12;1.0
25635;122;1.0
25635;79;1.0
25642;7;1.0
25645;63;1.0
25650;29;1.0
25651;50;1.0
25652;23;4.0
25653;15;1.0
25653;29;1.0
25653;61;1.0
25653;53;1.0
25653;30;1.0
25653;86;1.0
25653;57;1.0
25654;29;1.0
25654;60;1.0
25654;80;1.0
25654;21;1.0
25654;90;2.0
25658;29;1.0
25661;2;6.0
25664;72;1.0
25664;81;1.0
25664;106;1.0
25664;57;1.0
25667;22;1.0
25667;45;1.0
25667;91;2.0
25670;29;1.0
25670;41;1.0
25670;44;3.0
25670;69;1.0
25671;15;2.0
25671;105;1.0
25671;109;3.0
25671;14;1.0
25671;57;1.0
25677;122;2.0
25678;38;1.0
25678;126;1.0
25685;70;2.0
25686;5;1.0
25686;88;1.0
25686;26;1.0
25686;14;1.0
25686;90;1.0
25689;41;1.0
25692;4;1.0
25692;31;2.0
25692;88;1.0
25692;105;1.0
25692;62;1.0
25692;120;1.0
25692;78;1.0
25693;29;1.0
25696;15;1.0
25696;22;1.0
25696;41;1.0
25696;75;1.0
25699;15;2.0
25699;45;2.0
25701;95;1.0
25701;29;2.0
25701;30;2.0
25701;88;2.0
25701;78;1.0
25703;15;1.0
25703;101;1.0
25703;16;3.0
25703;50;1.0
25703;117;2.0
25702;21;1.0
25702;64;1.0
25702;28;1.0
25704;66;2.0
25704;10;1.0
25708;1;1.0
25708;15;2.0
25708;29;1.0
25708;30;1.0
25708;41;1.0
25708;44;5.0
25708;12;1.0
25708;60;1.0
25708;50;1.0
25709;39;2.0
25710;39;1.0
25710;78;2.0
25711;106;2.0
25715;51;2.0
25715;29;1.0
25715;109;4.0
25715;86;1.0
25715;78;1.0
25717;15;2.0
25717;41;2.0
25717;122;2.0
25718;15;1.0
25718;41;1.0
25718;105;1.0
25718;34;1.0
25718;14;1.0
25718;120;1.0
25718;57;1.0
25718;70;1.0
25719;44;8.0
25719;84;1.0
25719;33;2.0
25719;113;1.0
25719;86;1.0
25721;41;1.0
25721;23;1.0
25721;72;1.0
25721;7;1.0
25721;38;1.0
25721;109;6.0
25721;9;1.0
25722;15;1.0
25722;22;4.0
25722;101;1.0
25722;122;2.0
25722;110;1.0
25725;15;1.0
25725;22;1.0
25725;29;1.0
25725;30;1.0
25725;82;1.0
25725;72;1.0
25731;79;1.0
25732;44;3.0
25732;26;1.0
25732;109;6.0
25733;15;2.0
25733;4;1.0
25733;32;1.0
25733;26;1.0
25733;39;1.0
25733;78;1.0
25733;91;2.0
25736;15;1.0
25736;29;2.0
25736;60;1.0
25736;14;1.0
25736;17;1.0
25736;75;1.0
25736;106;1.0
25736;57;1.0
25736;10;1.0
25736;28;1.0
25739;15;1.0
25739;44;9.0
25739;14;1.0
25739;21;1.0
25742;79;1.0
25754;15;1.0
25754;82;1.0
25754;122;1.0
25754;50;2.0
25754;64;2.0
25761;44;5.0
25761;70;2.0
25764;15;2.0
25764;29;1.0
25764;12;1.0
25764;105;1.0
25764;96;1.0
25764;70;2.0
25765;2;6.0
25765;26;1.0
25765;96;1.0
25765;68;1.0
25768;95;1.0
25768;51;1.0
25768;29;1.0
25768;53;1.0
25768;31;1.0
25768;40;3.0
25768;41;1.0
25768;88;1.0
25768;57;1.0
25772;51;1.0
25772;15;3.0
25772;7;2.0
25772;126;2.0
25772;69;5.0
25773;44;8.0
25780;15;1.0
25780;34;1.0
25780;122;2.0
25780;14;1.0
25780;108;1.0
25780;99;1.0
25781;29;1.0
25781;31;1.0
25781;106;1.0
25781;78;1.0
25781;27;2.0
25781;55;1.0
25782;44;3.0
25782;12;1.0
25782;105;1.0
25782;57;1.0
25782;70;6.0
25783;12;1.0
25783;7;1.0
25783;66;2.0
25787;57;1.0
25789;61;3.0
25789;113;1.0
25789;124;2.0
25790;36;1.0
25790;15;2.0
25790;29;2.0
25790;30;1.0
25790;23;1.0
25790;12;2.0
25790;65;1.0
25790;27;2.0
25792;88;1.0
25792;49;1.0
25792;39;1.0
25792;28;1.0
25792;67;2.0
25794;2;1.0
25794;33;1.0
25794;62;1.0
25795;91;2.0
25798;4;1.0
25798;12;1.0
25798;57;1.0
25802;44;8.0
25800;2;2.0
25800;3;1.0
25803;125;1.0
25804;15;1.0
25804;29;1.0
25806;15;1.0
25806;29;2.0
25806;30;1.0
25806;12;2.0
25806;7;1.0
25806;16;3.0
25806;78;1.0
25806;117;1.0
25807;2;4.0
25812;42;1.0
25812;12;1.0
25812;72;1.0
25812;7;1.0
25812;38;1.0
25812;108;1.0
25812;57;1.0
25812;69;1.0
25812;74;1.0
25815;107;1.0
25818;15;2.0
25818;23;2.0
25818;12;2.0
25818;47;2.0
25830;99;1.0
25833;15;1.0
25833;3;1.0
25833;53;1.0
25833;100;3.0
25833;45;1.0
25833;99;1.0
25833;78;1.0
25833;107;1.0
25836;37;1.0
25836;102;1.0
25839;107;1.0
25842;51;1.0
25842;12;1.0
25842;88;1.0
25842;45;1.0
25842;14;1.0
25842;117;2.0
25845;105;1.0
25845;19;2.0
25845;128;1.0
25845;78;1.0
25846;58;1.0
25848;58;1.0
25849;95;2.0
25849;53;1.0
25849;42;1.0
25849;117;2.0
25853;29;1.0
25853;21;1.0
25853;108;1.0
25853;50;1.0
25856;14;1.0
25859;29;1.0
25859;30;1.0
25859;66;2.0
25861;15;2.0
25861;30;1.0
25861;31;2.0
25861;42;2.0
25861;71;1.0
25861;114;2.0
25861;72;1.0
25861;103;1.0
25861;107;1.0
25865;15;3.0
25865;61;1.0
25865;105;1.0
25865;14;8.0
25865;76;1.0
25865;69;4.0
25866;54;1.0
25866;50;2.0
25868;21;1.0
25868;10;1.0
25871;15;1.0
25871;41;1.0
25871;62;1.0
25871;86;1.0
25871;74;1.0
25874;15;1.0
25874;29;1.0
25874;23;1.0
25874;44;3.0
25874;59;1.0
25874;62;1.0
